timestamp, index, power.draw [W], utilization.gpu [%], utilization.memory [%], memory.used [MiB], temperature.gpu, clocks.current.sm [MHz]
2026/08/29 19:59:52.441, 4, 71.40, 0, 0, 4, 35, 345
2026/08/29 19:59:52.441, 5, 70.69, 0, 0, 4, 32, 345
2026/08/29 19:59:52.441, 6, 70.08, 0, 0, 4, 33, 345
2026/08/29 19:59:52.441, 7, 70.21, 0, 0, 4, 29, 345
2026/08/29 19:59:57.441, 0, 72.35, 0, 0, 4, 35, 345
2026/08/29 19:59:57.441, 1, 69.20, 0, 0, 4, 32, 345
2026/08/29 19:59:57.442, 2, 73.58, 0, 0, 4, 30, 345
2026/08/29 19:59:57.442, 3, 70.36, 0, 0, 4, 34, 345
2026/08/29 19:59:57.442, 4, 71.40, 0, 0, 4, 35, 345
2026/08/29 19:59:57.442, 5, 70.68, 0, 0, 4, 32, 345
2026/08/29 19:59:57.442, 6, 70.08, 0, 0, 4, 33, 345
2026/08/29 19:59:57.442, 7, 70.26, 0, 0, 4, 29, 345
2026/08/29 20:00:02.442, 0, 72.34, 0, 0, 4, 35, 345
2026/08/29 20:00:02.442, 1, 69.22, 0, 0, 4, 32, 345
2026/08/29 20:00:02.442, 2, 73.62, 0, 0, 4, 30, 345
2026/08/29 20:00:02.442, 3, 70.39, 0, 0, 4, 34, 345
2026/08/29 20:00:02.442, 4, 71.40, 0, 0, 4, 35, 345
2026/08/29 20:00:02.442, 5, 70.71, 0, 0, 4, 32, 345
2026/08/29 20:00:02.442, 6, 70.10, 0, 0, 4, 33, 345
2026/08/29 20:00:02.442, 7, 70.22, 0, 0, 4, 29, 345
2026/08/29 20:00:07.443, 0, 72.32, 0, 0, 4, 35, 345
2026/08/29 20:00:07.443, 1, 69.20, 0, 0, 4, 32, 345
2026/08/29 20:00:07.443, 2, 73.62, 0, 0, 4, 30, 345
2026/08/29 20:00:07.443, 3, 70.37, 0, 0, 4, 34, 345
2026/08/29 20:00:07.443, 4, 71.42, 0, 0, 4, 35, 345
2026/08/29 20:00:07.443, 5, 70.69, 0, 0, 4, 32, 345
2026/08/29 20:00:07.443, 6, 70.10, 0, 0, 4, 33, 345
2026/08/29 20:00:07.443, 7, 70.21, 0, 0, 4, 29, 345
2026/08/29 20:00:12.443, 0, 122.82, 0, 0, 529, 37, 1980
2026/08/29 20:00:12.444, 1, 115.19, 0, 0, 529, 34, 1980
2026/08/29 20:00:12.444, 2, 118.25, 0, 0, 529, 32, 1980
2026/08/29 20:00:12.444, 3, 118.94, 0, 0, 529, 35, 1980
2026/08/29 20:00:12.444, 4, 119.70, 0, 0, 529, 36, 1980
2026/08/29 20:00:12.444, 5, 116.32, 0, 0, 529, 33, 1980
2026/08/29 20:00:12.444, 6, 117.38, 0, 0, 529, 35, 1980
2026/08/29 20:00:12.444, 7, 114.96, 0, 0, 529, 30, 1980
2026/08/29 20:00:17.444, 0, 123.06, 0, 0, 1751, 37, 1980
2026/08/29 20:00:17.444, 1, 115.33, 0, 0, 1751, 34, 1980
2026/08/29 20:00:17.444, 2, 118.42, 0, 0, 1751, 32, 1980
2026/08/29 20:00:17.444, 3, 119.01, 0, 0, 1751, 35, 1980
2026/08/29 20:00:17.444, 4, 119.93, 0, 0, 1751, 36, 1980
2026/08/29 20:00:17.444, 5, 116.39, 0, 0, 1751, 33, 1980
2026/08/29 20:00:17.444, 6, 117.55, 0, 0, 1751, 35, 1980
2026/08/29 20:00:17.444, 7, 114.99, 0, 0, 1751, 31, 1980
2026/08/29 20:00:22.445, 0, 128.57, 0, 0, 3943, 37, 1980
2026/08/29 20:00:22.445, 1, 120.82, 0, 0, 3943, 34, 1980
2026/08/29 20:00:22.445, 2, 124.38, 0, 0, 3943, 32, 1980
2026/08/29 20:00:22.445, 3, 125.01, 0, 0, 3943, 36, 1980
2026/08/29 20:00:22.445, 4, 125.64, 7, 3, 3943, 37, 1980
2026/08/29 20:00:22.445, 5, 122.18, 0, 0, 3943, 33, 1980
2026/08/29 20:00:22.445, 6, 123.51, 0, 0, 3943, 35, 1980
2026/08/29 20:00:22.445, 7, 120.24, 0, 0, 3943, 31, 1980
2026/08/29 20:00:27.445, 0, 123.52, 0, 0, 3943, 37, 1980
2026/08/29 20:00:27.446, 1, 115.57, 0, 0, 3943, 34, 1980
2026/08/29 20:00:27.446, 2, 118.77, 0, 0, 3943, 32, 1980
2026/08/29 20:00:27.446, 3, 118.84, 0, 0, 3943, 36, 1980
2026/08/29 20:00:27.446, 4, 120.37, 0, 0, 3943, 37, 1980
2026/08/29 20:00:27.446, 5, 116.71, 0, 0, 3943, 33, 1980
2026/08/29 20:00:27.446, 6, 117.88, 0, 0, 3943, 36, 1980
2026/08/29 20:00:27.446, 7, 115.35, 0, 0, 3943, 31, 1980
2026/08/29 20:00:32.446, 0, 123.63, 0, 0, 3943, 38, 1980
2026/08/29 20:00:32.446, 1, 115.67, 0, 0, 3943, 34, 1980
2026/08/29 20:00:32.446, 2, 118.87, 0, 0, 3943, 32, 1980
2026/08/29 20:00:32.446, 3, 118.93, 0, 0, 3943, 36, 1980
2026/08/29 20:00:32.446, 4, 120.49, 0, 0, 3943, 37, 1980
2026/08/29 20:00:32.446, 5, 116.81, 0, 0, 3943, 33, 1980
2026/08/29 20:00:32.446, 6, 118.00, 0, 0, 3943, 36, 1980
2026/08/29 20:00:32.446, 7, 115.40, 0, 0, 3943, 31, 1980
2026/08/29 20:00:37.447, 0, 123.77, 0, 0, 3943, 38, 1980
2026/08/29 20:00:37.447, 1, 115.76, 0, 0, 3943, 35, 1980
2026/08/29 20:00:37.447, 2, 118.89, 0, 0, 3943, 32, 1980
2026/08/29 20:00:37.447, 3, 119.01, 0, 0, 3943, 36, 1980
2026/08/29 20:00:37.447, 4, 120.60, 0, 0, 3943, 37, 1980
2026/08/29 20:00:37.447, 5, 116.89, 0, 0, 3943, 34, 1980
2026/08/29 20:00:37.447, 6, 118.07, 0, 0, 3943, 36, 1980
2026/08/29 20:00:37.447, 7, 115.43, 0, 0, 3943, 31, 1980
2026/08/29 20:00:42.448, 0, 123.90, 0, 0, 3943, 38, 1980
2026/08/29 20:00:42.494, 1, 115.81, 0, 0, 3943, 35, 1980
2026/08/29 20:00:42.496, 2, 119.00, 0, 0, 3943, 32, 1980
2026/08/29 20:00:42.499, 3, 119.16, 0, 0, 3943, 36, 1980
2026/08/29 20:00:42.499, 4, 120.78, 0, 0, 3943, 37, 1980
2026/08/29 20:00:42.499, 5, 116.97, 0, 0, 3943, 34, 1980
2026/08/29 20:00:42.552, 6, 118.23, 0, 0, 3943, 36, 1980
2026/08/29 20:00:42.605, 7, 115.54, 0, 0, 3943, 31, 1980
2026/08/29 20:00:47.607, 0, 123.99, 0, 0, 3943, 38, 1980
2026/08/29 20:00:47.607, 1, 115.87, 0, 0, 3943, 35, 1980
2026/08/29 20:00:47.607, 2, 119.13, 0, 0, 3943, 33, 1980
2026/08/29 20:00:47.607, 3, 119.21, 0, 0, 3943, 36, 1980
2026/08/29 20:00:47.607, 4, 120.91, 0, 0, 3943, 38, 1980
2026/08/29 20:00:47.607, 5, 117.06, 0, 0, 3943, 34, 1980
2026/08/29 20:00:47.607, 6, 118.30, 0, 0, 3943, 36, 1980
2026/08/29 20:00:47.607, 7, 115.56, 0, 0, 3943, 31, 1980
2026/08/29 20:00:52.608, 0, 124.07, 0, 0, 3943, 38, 1980
2026/08/29 20:00:52.608, 1, 115.89, 0, 0, 3943, 35, 1980
2026/08/29 20:00:52.608, 2, 119.10, 0, 0, 3943, 33, 1980
2026/08/29 20:00:52.608, 3, 119.31, 0, 0, 3943, 37, 1980
2026/08/29 20:00:52.608, 4, 121.04, 0, 0, 3943, 38, 1980
2026/08/29 20:00:52.608, 5, 117.04, 0, 0, 3943, 34, 1980
2026/08/29 20:00:52.608, 6, 118.36, 0, 0, 3943, 36, 1980
2026/08/29 20:00:52.608, 7, 115.62, 0, 0, 3943, 32, 1980
2026/08/29 20:00:57.608, 0, 124.22, 0, 0, 3943, 39, 1980
2026/08/29 20:00:57.609, 1, 116.07, 0, 0, 3943, 35, 1980
2026/08/29 20:00:57.609, 2, 119.19, 0, 0, 3943, 33, 1980
2026/08/29 20:00:57.609, 3, 119.38, 0, 0, 3943, 37, 1980
2026/08/29 20:00:57.609, 4, 121.17, 0, 0, 3943, 38, 1980
2026/08/29 20:00:57.609, 5, 117.14, 0, 0, 3943, 34, 1980
2026/08/29 20:00:57.609, 6, 118.54, 0, 0, 3943, 37, 1980
2026/08/29 20:00:57.609, 7, 115.69, 0, 0, 3943, 32, 1980
2026/08/29 20:01:02.609, 0, 124.24, 0, 0, 3943, 39, 1980
2026/08/29 20:01:02.609, 1, 116.02, 0, 0, 3943, 35, 1980
2026/08/29 20:01:02.609, 2, 119.20, 0, 0, 3943, 33, 1980
2026/08/29 20:01:02.609, 3, 119.47, 0, 0, 3943, 37, 1980
2026/08/29 20:01:02.609, 4, 120.63, 0, 0, 3943, 38, 1980
2026/08/29 20:01:02.609, 5, 117.12, 0, 0, 3943, 34, 1980
2026/08/29 20:01:02.609, 6, 118.56, 0, 0, 3943, 37, 1980
2026/08/29 20:01:02.610, 7, 115.67, 0, 0, 3943, 32, 1980
2026/08/29 20:01:07.610, 0, 124.36, 0, 0, 3943, 39, 1980
2026/08/29 20:01:07.610, 1, 116.03, 0, 0, 3943, 35, 1980
2026/08/29 20:01:07.610, 2, 119.28, 0, 0, 3943, 33, 1980
2026/08/29 20:01:07.610, 3, 119.48, 0, 0, 3943, 37, 1980
2026/08/29 20:01:07.610, 4, 120.70, 0, 0, 3943, 38, 1980
2026/08/29 20:01:07.610, 5, 117.20, 0, 0, 3943, 34, 1980
2026/08/29 20:01:07.610, 6, 118.64, 0, 0, 3943, 37, 1980
2026/08/29 20:01:07.610, 7, 115.70, 0, 0, 3943, 32, 1980
2026/08/29 20:01:12.610, 0, 124.43, 0, 0, 3943, 39, 1980
2026/08/29 20:01:12.611, 1, 116.15, 0, 0, 3943, 35, 1980
2026/08/29 20:01:12.611, 2, 119.31, 0, 0, 3943, 33, 1980
2026/08/29 20:01:12.611, 3, 119.59, 0, 0, 3943, 37, 1980
2026/08/29 20:01:12.611, 4, 120.82, 0, 0, 3943, 38, 1980
2026/08/29 20:01:12.611, 5, 117.23, 0, 0, 3943, 34, 1980
2026/08/29 20:01:12.611, 6, 118.72, 0, 0, 3943, 37, 1980
2026/08/29 20:01:12.611, 7, 115.72, 0, 0, 3943, 32, 1980
2026/08/29 20:01:17.611, 0, 124.53, 0, 0, 3943, 39, 1980
2026/08/29 20:01:17.611, 1, 116.13, 0, 0, 3943, 35, 1980
2026/08/29 20:01:17.611, 2, 119.38, 0, 0, 3943, 33, 1980
2026/08/29 20:01:17.611, 3, 119.65, 0, 0, 3943, 37, 1980
2026/08/29 20:01:17.611, 4, 120.92, 0, 0, 3943, 39, 1980
2026/08/29 20:01:17.611, 5, 117.27, 0, 0, 3943, 34, 1980
2026/08/29 20:01:17.611, 6, 118.76, 0, 0, 3943, 37, 1980
2026/08/29 20:01:17.611, 7, 115.71, 0, 0, 3943, 32, 1980
2026/08/29 20:01:22.612, 0, 124.62, 0, 0, 3943, 39, 1980
2026/08/29 20:01:22.616, 1, 116.18, 0, 0, 3943, 35, 1980
2026/08/29 20:01:22.616, 2, 119.44, 0, 0, 3943, 33, 1980
2026/08/29 20:01:22.618, 3, 119.74, 0, 0, 3943, 37, 1980
2026/08/29 20:01:22.619, 4, 121.01, 0, 0, 3943, 39, 1980
2026/08/29 20:01:22.622, 5, 117.35, 0, 0, 3943, 34, 1980
2026/08/29 20:01:22.626, 6, 118.82, 0, 0, 3943, 37, 1980
2026/08/29 20:01:22.626, 7, 115.78, 0, 0, 3943, 32, 1980
2026/08/29 20:01:27.628, 0, 124.70, 0, 0, 3943, 39, 1980
2026/08/29 20:01:27.628, 1, 116.25, 0, 0, 3943, 36, 1980
2026/08/29 20:01:27.628, 2, 119.48, 0, 0, 3943, 33, 1980
2026/08/29 20:01:27.628, 3, 119.79, 0, 0, 3943, 38, 1980
2026/08/29 20:01:27.628, 4, 121.07, 0, 0, 3943, 39, 1980
2026/08/29 20:01:27.628, 5, 117.42, 0, 0, 3943, 34, 1980
2026/08/29 20:01:27.628, 6, 118.91, 0, 0, 3943, 37, 1980
2026/08/29 20:01:27.628, 7, 115.85, 0, 0, 3943, 32, 1980
2026/08/29 20:01:32.628, 0, 124.70, 0, 0, 3943, 40, 1980
2026/08/29 20:01:32.629, 1, 116.27, 0, 0, 3943, 36, 1980
2026/08/29 20:01:32.629, 2, 119.48, 0, 0, 3943, 33, 1980
2026/08/29 20:01:32.629, 3, 119.81, 0, 0, 3943, 38, 1980
2026/08/29 20:01:32.629, 4, 121.14, 0, 0, 3943, 39, 1980
2026/08/29 20:01:32.629, 5, 117.42, 0, 0, 3943, 35, 1980
2026/08/29 20:01:32.629, 6, 118.94, 0, 0, 3943, 38, 1980
2026/08/29 20:01:32.629, 7, 115.82, 0, 0, 3943, 32, 1980
2026/08/29 20:01:37.629, 0, 124.83, 0, 0, 3943, 40, 1980
2026/08/29 20:01:37.629, 1, 116.23, 0, 0, 3943, 36, 1980
2026/08/29 20:01:37.629, 2, 119.56, 0, 0, 3943, 33, 1980
2026/08/29 20:01:37.629, 3, 119.86, 0, 0, 3943, 38, 1980
2026/08/29 20:01:37.629, 4, 121.29, 0, 0, 3943, 39, 1980
2026/08/29 20:01:37.629, 5, 117.47, 0, 0, 3943, 35, 1980
2026/08/29 20:01:37.629, 6, 119.03, 0, 0, 3943, 38, 1980
2026/08/29 20:01:37.629, 7, 115.89, 0, 0, 3943, 32, 1980
2026/08/29 20:01:42.630, 0, 124.90, 0, 0, 3943, 40, 1980
2026/08/29 20:01:42.630, 1, 116.06, 0, 0, 3943, 36, 1980
2026/08/29 20:01:42.630, 2, 119.55, 0, 0, 3943, 34, 1980
2026/08/29 20:01:42.630, 3, 119.88, 0, 0, 3943, 38, 1980
2026/08/29 20:01:42.630, 4, 121.34, 0, 0, 3943, 39, 1980
2026/08/29 20:01:42.630, 5, 117.45, 0, 0, 3943, 35, 1980
2026/08/29 20:01:42.630, 6, 119.04, 0, 0, 3943, 38, 1980
2026/08/29 20:01:42.630, 7, 115.93, 0, 0, 3943, 32, 1980
2026/08/29 20:01:47.630, 0, 124.95, 0, 0, 3943, 40, 1980
2026/08/29 20:01:47.631, 1, 116.00, 0, 0, 3943, 36, 1980
2026/08/29 20:01:47.631, 2, 119.61, 0, 0, 3943, 34, 1980
2026/08/29 20:01:47.631, 3, 119.93, 0, 0, 3943, 38, 1980
2026/08/29 20:01:47.631, 4, 121.38, 0, 0, 3943, 39, 1980
2026/08/29 20:01:47.631, 5, 117.46, 0, 0, 3943, 35, 1980
2026/08/29 20:01:47.631, 6, 119.10, 0, 0, 3943, 38, 1980
2026/08/29 20:01:47.631, 7, 115.91, 0, 0, 3943, 32, 1980
2026/08/29 20:01:52.631, 0, 125.04, 0, 0, 3943, 40, 1980
2026/08/29 20:01:52.631, 1, 116.32, 0, 0, 3943, 36, 1980
2026/08/29 20:01:52.631, 2, 119.61, 0, 0, 3943, 34, 1980
2026/08/29 20:01:52.631, 3, 120.03, 0, 0, 3943, 38, 1980
2026/08/29 20:01:52.631, 4, 121.42, 0, 0, 3943, 39, 1980
2026/08/29 20:01:52.632, 5, 117.49, 0, 0, 3943, 35, 1980
2026/08/29 20:01:52.632, 6, 119.16, 0, 0, 3943, 38, 1980
2026/08/29 20:01:52.632, 7, 115.97, 0, 0, 3943, 32, 1980
2026/08/29 20:01:57.632, 0, 125.06, 0, 0, 3943, 40, 1980
2026/08/29 20:01:57.632, 1, 116.45, 0, 0, 3943, 36, 1980
2026/08/29 20:01:57.633, 2, 119.69, 0, 0, 3943, 34, 1980
2026/08/29 20:01:57.633, 3, 120.10, 0, 0, 3943, 38, 1980
2026/08/29 20:01:57.635, 4, 121.53, 0, 0, 3943, 39, 1980
2026/08/29 20:01:57.635, 5, 117.53, 0, 0, 3943, 35, 1980
2026/08/29 20:01:57.636, 6, 119.22, 0, 0, 3943, 38, 1980
2026/08/29 20:01:57.636, 7, 115.96, 0, 0, 3943, 32, 1980
2026/08/29 20:02:02.637, 0, 125.11, 0, 0, 3943, 40, 1980
2026/08/29 20:02:02.638, 1, 116.37, 0, 0, 3943, 36, 1980
2026/08/29 20:02:02.640, 2, 119.68, 0, 0, 3943, 34, 1980
2026/08/29 20:02:02.640, 3, 120.10, 0, 0, 3943, 38, 1980
2026/08/29 20:02:02.641, 4, 121.58, 0, 0, 3943, 39, 1980
2026/08/29 20:02:02.641, 5, 117.53, 0, 0, 3943, 35, 1980
2026/08/29 20:02:02.641, 6, 119.23, 0, 0, 3943, 38, 1980
2026/08/29 20:02:02.643, 7, 115.98, 0, 0, 3943, 33, 1980
2026/08/29 20:02:07.644, 0, 125.21, 0, 0, 3943, 40, 1980
2026/08/29 20:02:07.644, 1, 116.00, 0, 0, 3943, 36, 1980
2026/08/29 20:02:07.644, 2, 119.70, 0, 0, 3943, 34, 1980
2026/08/29 20:02:07.644, 3, 120.13, 0, 0, 3943, 38, 1980
2026/08/29 20:02:07.644, 4, 121.64, 0, 0, 3943, 40, 1980
2026/08/29 20:02:07.644, 5, 117.54, 0, 0, 3943, 35, 1980
2026/08/29 20:02:07.644, 6, 118.87, 0, 0, 3943, 38, 1980
2026/08/29 20:02:07.644, 7, 116.01, 0, 0, 3943, 33, 1980
2026/08/29 20:02:12.644, 0, 125.21, 0, 0, 3963, 40, 1980
2026/08/29 20:02:12.645, 1, 116.22, 0, 0, 3963, 36, 1980
2026/08/29 20:02:12.645, 2, 119.72, 0, 0, 3963, 34, 1980
2026/08/29 20:02:12.645, 3, 120.15, 0, 0, 3963, 38, 1980
2026/08/29 20:02:12.645, 4, 121.66, 0, 0, 3963, 40, 1980
2026/08/29 20:02:12.645, 5, 117.56, 0, 0, 3963, 35, 1980
2026/08/29 20:02:12.645, 6, 117.89, 0, 0, 3963, 38, 1980
2026/08/29 20:02:12.645, 7, 115.99, 0, 0, 3963, 33, 1980
2026/08/29 20:02:17.645, 0, 125.28, 0, 0, 3963, 40, 1980
2026/08/29 20:02:17.645, 1, 116.43, 0, 0, 3963, 36, 1980
2026/08/29 20:02:17.645, 2, 119.73, 0, 0, 3963, 34, 1980
2026/08/29 20:02:17.645, 3, 120.24, 0, 0, 3963, 39, 1980
2026/08/29 20:02:17.645, 4, 121.73, 0, 0, 3963, 40, 1980
2026/08/29 20:02:17.645, 5, 117.55, 0, 0, 3963, 35, 1980
2026/08/29 20:02:17.645, 6, 117.96, 0, 0, 3963, 38, 1980
2026/08/29 20:02:17.645, 7, 116.01, 0, 0, 3963, 33, 1980
2026/08/29 20:02:22.646, 0, 125.31, 0, 0, 3963, 40, 1980
2026/08/29 20:02:22.646, 1, 116.41, 0, 0, 3963, 36, 1980
2026/08/29 20:02:22.646, 2, 119.72, 0, 0, 3963, 34, 1980
2026/08/29 20:02:22.646, 3, 120.23, 0, 0, 3963, 39, 1980
2026/08/29 20:02:22.646, 4, 121.77, 0, 0, 3963, 40, 1980
2026/08/29 20:02:22.646, 5, 117.57, 0, 0, 3963, 35, 1980
2026/08/29 20:02:22.646, 6, 117.99, 0, 0, 3963, 38, 1980
2026/08/29 20:02:22.646, 7, 115.99, 0, 0, 3963, 33, 1980
2026/08/29 20:02:27.646, 0, 125.38, 0, 0, 3963, 40, 1980
2026/08/29 20:02:27.647, 1, 116.11, 0, 0, 3963, 36, 1980
2026/08/29 20:02:27.652, 2, 119.76, 0, 0, 3963, 34, 1980
2026/08/29 20:02:27.653, 3, 120.39, 0, 0, 3963, 39, 1980
2026/08/29 20:02:27.653, 4, 121.84, 0, 0, 3963, 40, 1980
2026/08/29 20:02:27.657, 5, 117.66, 0, 0, 3963, 35, 1980
2026/08/29 20:02:27.657, 6, 118.03, 0, 0, 3963, 38, 1980
2026/08/29 20:02:27.663, 7, 116.02, 0, 0, 3963, 33, 1980
2026/08/29 20:02:32.718, 0, 125.46, 0, 0, 3963, 41, 1980
2026/08/29 20:02:32.718, 1, 115.84, 0, 0, 3963, 36, 1980
2026/08/29 20:02:32.718, 2, 119.72, 0, 0, 3963, 34, 1980
2026/08/29 20:02:32.718, 3, 120.40, 0, 0, 3963, 39, 1980
2026/08/29 20:02:32.719, 4, 121.86, 0, 0, 3963, 40, 1980
2026/08/29 20:02:32.719, 5, 117.57, 0, 0, 3963, 35, 1980
2026/08/29 20:02:32.719, 6, 118.08, 0, 0, 3963, 38, 1980
2026/08/29 20:02:32.719, 7, 116.06, 0, 0, 3963, 33, 1980
2026/08/29 20:02:37.719, 0, 125.46, 0, 0, 3963, 41, 1980
2026/08/29 20:02:37.719, 1, 116.09, 0, 0, 3963, 36, 1980
2026/08/29 20:02:37.719, 2, 119.76, 0, 0, 3963, 34, 1980
2026/08/29 20:02:37.719, 3, 120.34, 0, 0, 3963, 39, 1980
2026/08/29 20:02:37.719, 4, 121.89, 0, 0, 3963, 40, 1980
2026/08/29 20:02:37.719, 5, 117.61, 0, 0, 3963, 35, 1980
2026/08/29 20:02:37.719, 6, 118.02, 0, 0, 3963, 38, 1980
2026/08/29 20:02:37.719, 7, 116.05, 0, 0, 3963, 33, 1980
2026/08/29 20:02:42.720, 0, 125.48, 0, 0, 3963, 41, 1980
2026/08/29 20:02:42.720, 1, 116.29, 0, 0, 3963, 36, 1980
2026/08/29 20:02:42.720, 2, 119.75, 0, 0, 3963, 34, 1980
2026/08/29 20:02:42.720, 3, 120.40, 0, 0, 3963, 39, 1980
2026/08/29 20:02:42.720, 4, 121.95, 0, 0, 3963, 40, 1980
2026/08/29 20:02:42.720, 5, 117.63, 0, 0, 3963, 35, 1980
2026/08/29 20:02:42.720, 6, 118.13, 0, 0, 3963, 39, 1980
2026/08/29 20:02:42.720, 7, 116.03, 0, 0, 3963, 33, 1980
2026/08/29 20:02:47.720, 0, 125.51, 0, 0, 3963, 41, 1980
2026/08/29 20:02:47.720, 1, 115.91, 0, 0, 3963, 36, 1980
2026/08/29 20:02:47.720, 2, 119.77, 0, 0, 3963, 34, 1980
2026/08/29 20:02:47.720, 3, 120.43, 0, 0, 3963, 39, 1980
2026/08/29 20:02:47.721, 4, 121.99, 0, 0, 3963, 40, 1980
2026/08/29 20:02:47.721, 5, 117.63, 0, 0, 3963, 35, 1980
2026/08/29 20:02:47.721, 6, 118.12, 0, 0, 3963, 39, 1980
2026/08/29 20:02:47.721, 7, 116.00, 0, 0, 3963, 33, 1980
2026/08/29 20:02:52.721, 0, 125.56, 0, 0, 3963, 41, 1980
2026/08/29 20:02:52.721, 1, 116.03, 0, 0, 3963, 36, 1980
2026/08/29 20:02:52.721, 2, 119.79, 0, 0, 3963, 34, 1980
2026/08/29 20:02:52.721, 3, 120.44, 0, 0, 3963, 39, 1980
2026/08/29 20:02:52.721, 4, 122.00, 0, 0, 3963, 40, 1980
2026/08/29 20:02:52.721, 5, 117.65, 0, 0, 3963, 35, 1980
2026/08/29 20:02:52.721, 6, 118.16, 0, 0, 3963, 39, 1980
2026/08/29 20:02:52.721, 7, 116.01, 0, 0, 3963, 33, 1980
2026/08/29 20:02:57.722, 0, 125.60, 0, 0, 3963, 41, 1980
2026/08/29 20:02:57.723, 1, 116.42, 0, 0, 3963, 36, 1980
2026/08/29 20:02:57.723, 2, 119.80, 0, 0, 3963, 34, 1980
2026/08/29 20:02:57.723, 3, 120.49, 0, 0, 3963, 39, 1980
2026/08/29 20:02:57.725, 4, 122.03, 0, 0, 3963, 40, 1980
2026/08/29 20:02:57.726, 5, 117.69, 0, 0, 3963, 35, 1980
2026/08/29 20:02:57.726, 6, 118.23, 0, 0, 3963, 39, 1980
2026/08/29 20:02:57.726, 7, 116.06, 0, 0, 3963, 33, 1980
2026/08/29 20:03:02.728, 0, 125.66, 0, 0, 3965, 41, 1980
2026/08/29 20:03:02.728, 1, 116.45, 0, 0, 3963, 36, 1980
2026/08/29 20:03:02.728, 2, 119.82, 0, 0, 3963, 34, 1980
2026/08/29 20:03:02.729, 3, 120.50, 0, 0, 3963, 39, 1980
2026/08/29 20:03:02.730, 4, 122.11, 0, 0, 3963, 40, 1980
2026/08/29 20:03:02.731, 5, 117.72, 0, 0, 3963, 35, 1980
2026/08/29 20:03:02.732, 6, 118.24, 0, 0, 3963, 39, 1980
2026/08/29 20:03:02.732, 7, 116.06, 0, 0, 3965, 33, 1980
2026/08/29 20:03:07.733, 0, 125.64, 0, 0, 3965, 41, 1980
2026/08/29 20:03:07.733, 1, 116.54, 0, 0, 3963, 36, 1980
2026/08/29 20:03:07.733, 2, 119.79, 0, 0, 3963, 34, 1980
2026/08/29 20:03:07.733, 3, 120.56, 0, 0, 3963, 39, 1980
2026/08/29 20:03:07.733, 4, 122.13, 0, 0, 3965, 40, 1980
2026/08/29 20:03:07.733, 5, 117.70, 0, 0, 3963, 35, 1980
2026/08/29 20:03:07.733, 6, 118.21, 0, 0, 3965, 39, 1980
2026/08/29 20:03:07.733, 7, 116.07, 0, 0, 3965, 33, 1980
2026/08/29 20:03:12.734, 0, 125.70, 0, 0, 3967, 41, 1980
2026/08/29 20:03:12.734, 1, 116.51, 0, 0, 3963, 36, 1980
2026/08/29 20:03:12.734, 2, 119.83, 0, 0, 3965, 34, 1980
2026/08/29 20:03:12.734, 3, 120.55, 0, 0, 3963, 39, 1980
2026/08/29 20:03:12.734, 4, 122.43, 0, 0, 3965, 40, 1980
