mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
5393-19219-0061_4481-17498-0020,5393.0,F,4481.0,F
19-227-0007_8975-270782-0068,19.0,F,8975.0,F
2989-138028-0008_3235-11599-0006,2989.0,F,3235.0,F
5678-43302-0012_460-172359-0057,5678.0,M,460.0,M
3699-47246-0002_40-121026-0038,3699.0,M,40.0,F
5456-62043-0008_8095-274348-0008,5456.0,M,8095.0,M
8226-274369-0041_5322-7680-0016,8226.0,M,5322.0,M
1081-125237-0097_5463-39173-0063,1081.0,M,5463.0,M
298-126791-0005_669-129074-0017,298.0,F,669.0,F
6064-56165-0011_4018-107312-0019,6064.0,F,4018.0,M
2817-142371-0038_2691-156745-0041,2817.0,F,2691.0,F
200-124139-0010_1723-141149-0067,200.0,F,1723.0,M
909-131044-0001_3857-182315-0002,909.0,M,3857.0,M
2910-131096-0009_7511-102419-0048,2910.0,F,7511.0,F
5390-30096-0001_3607-135982-0009,5390.0,M,3607.0,M
6529-62554-0035_3168-173565-0028,6529.0,M,3168.0,M
7800-283493-0006_8014-280382-0005,7800.0,F,8014.0,F
6563-285357-0013_8580-287363-0033,6563.0,M,8580.0,M
118-47824-0067_7447-91187-0022,118.0,M,7447.0,M
5514-19192-0006_2836-5354-0000,5514.0,F,2836.0,F
8838-298545-0014_5456-24741-0005,8838.0,M,5456.0,M
248-130697-0002_6880-216547-0079,248.0,F,6880.0,M
4397-15678-0043_5393-19218-0001,4397.0,M,5393.0,F
8465-246947-0023_1926-147979-0030,8465.0,F,1926.0,F
5049-25947-0012_1355-39947-0051,5049.0,M,1355.0,M
5750-100289-0052_8063-274112-0040,5750.0,M,8063.0,M
19-227-0061_302-123516-0035,19.0,F,302.0,F
374-180298-0020_696-93314-0065,374.0,M,696.0,F
233-155990-0007_4267-72637-0011,233.0,M,4267.0,M
3486-166446-0007_332-128985-0062,3486.0,M,332.0,M
6019-3185-0007_730-360-0039,6019.0,M,730.0,F
4788-91208-0015_1447-130551-0026,4788.0,M,1447.0,F
1926-143879-0013_302-123516-0028,1926.0,F,302.0,F
6563-285357-0043_8063-274117-0005,6563.0,M,8063.0,M
3486-166446-0027_7278-91083-0034,3486.0,M,7278.0,M
1116-132847-0019_5163-18515-0024,1116.0,F,5163.0,F
3983-5371-0020_1723-141149-0041,3983.0,F,1723.0,M
8975-270782-0089_2893-139322-0002,8975.0,F,2893.0,M
1116-132851-0002_4137-11701-0048,1116.0,F,4137.0,F
6476-57446-0044_4267-72637-0032,6476.0,F,4267.0,M
5393-19218-0048_3607-135982-0047,5393.0,F,3607.0,M
2836-5355-0031_3830-12530-0006,2836.0,F,3830.0,M
2007-132570-0046_6181-216552-0033,2007.0,F,6181.0,M
2518-154826-0010_2514-149482-0089,2518.0,M,2514.0,M
2691-156745-0005_4830-25904-0044,2691.0,F,4830.0,M
4214-7146-0070_8108-274318-0017,4214.0,F,8108.0,M
4137-11702-0056_8747-293952-0057,4137.0,F,8747.0,M
6181-216552-0095_6848-252322-0010,6181.0,M,6848.0,M
887-123291-0017_8095-274345-0023,887.0,F,8095.0,M
3214-167602-0030_7517-100429-0009,3214.0,M,7517.0,F
6818-68772-0021_5514-19192-0021,6818.0,F,5514.0,F
5163-39921-0045_2911-7601-0039,5163.0,F,2911.0,M
7800-283478-0021_8051-118101-0009,7800.0,F,8051.0,F
403-216-0023_163-122947-0082,403.0,F,163.0,M
6880-216547-0077_3947-13260-0039,6880.0,M,3947.0,F
1737-148989-0031_6078-54007-0036,1737.0,F,6078.0,F
5688-41232-0048_4406-16883-0012,5688.0,F,4406.0,M
1578-6379-0037_6531-61334-0085,1578.0,F,6531.0,F
446-123501-0031_8468-286673-0022,446.0,M,8468.0,F
3242-67168-0006_1116-132847-0040,3242.0,M,1116.0,F
5322-7680-0025_3807-4923-0007,5322.0,M,3807.0,M
405-130894-0022_7402-90848-0048,405.0,M,7402.0,M
5561-41615-0034_4441-76262-0020,5561.0,F,4441.0,M
8770-295465-0024_19-227-0060,8770.0,M,19.0,F
1867-154071-0007_4788-94904-0013,1867.0,M,4788.0,M
2002-139469-0018_32-21634-0000,2002.0,M,32.0,F
302-123504-0023_1088-129236-0023,302.0,F,1088.0,F
6848-252323-0010_4640-19187-0002,6848.0,M,4640.0,F
8425-246962-0018_625-132118-0011,8425.0,M,625.0,M
6209-34599-0023_5703-47198-0041,6209.0,M,5703.0,M
2817-142371-0021_441-130108-0007,2817.0,F,441.0,F
1246-124548-0023_2436-2477-0002,1246.0,F,2436.0,M
1235-135883-0046_7302-86814-0040,1235.0,M,7302.0,F
1867-154075-0042_8226-274371-0045,1867.0,M,8226.0,M
426-122819-0026_26-496-0011,426.0,F,26.0,M
233-155990-0004_1926-147979-0014,233.0,M,1926.0,F
6848-252323-0025_7367-86737-0058,6848.0,M,7367.0,M
7059-77900-0033_374-180298-0055,7059.0,F,374.0,M
7800-283492-0010_4406-16883-0000,7800.0,F,4406.0,M
7800-283493-0034_332-128985-0051,7800.0,F,332.0,M
1867-154071-0015_7402-90848-0023,1867.0,M,7402.0,M
1723-141149-0030_6181-216552-0042,1723.0,M,6181.0,M
8770-295462-0010_2092-145706-0038,8770.0,M,2092.0,F
40-121026-0037_211-122425-0021,40.0,F,211.0,F
5703-47212-0049_2817-142371-0039,5703.0,M,2817.0,F
7278-104730-0008_5808-54425-0048,7278.0,M,5808.0,M
150-132655-0015_3486-166446-0026,150.0,F,3486.0,M
1737-148989-0030_5339-14134-0040,1737.0,F,5339.0,F
6415-116629-0031_3214-167606-0014,6415.0,F,3214.0,M
4898-20016-0010_8324-286682-0027,4898.0,M,8324.0,F
3242-8112-0000_3699-47246-0028,3242.0,M,3699.0,M
6147-34607-0039_2952-407-0009,6147.0,F,2952.0,M
7113-86041-0110_6209-34601-0008,7113.0,F,6209.0,M
4088-158079-0009_5678-43302-0006,4088.0,F,5678.0,M
7635-105661-0015_1867-154075-0010,7635.0,F,1867.0,M
4195-186237-0026_3947-13260-0047,4195.0,F,3947.0,F
4830-25904-0029_4340-15220-0066,4830.0,M,4340.0,F
4859-26870-0013_8226-274369-0029,4859.0,M,8226.0,M
1098-133695-0067_5322-7680-0005,1098.0,F,5322.0,M
1867-154075-0022_32-4137-0057,1867.0,M,32.0,F
3982-182255-0027_6181-216552-0036,3982.0,F,6181.0,M
458-126305-0033_8797-294123-0008,458.0,M,8797.0,M
233-155990-0033_8312-279790-0047,233.0,M,8312.0,F
5339-14133-0001_669-129074-0028,5339.0,F,669.0,F
6147-34607-0010_229-130880-0081,6147.0,F,229.0,M
3486-166446-0019_5322-7680-0020,3486.0,M,5322.0,M
4481-17498-0019_6367-74004-0012,4481.0,F,6367.0,M
4481-17499-0046_5688-41232-0003,4481.0,F,5688.0,F
6209-34600-0002_2911-15084-0006,6209.0,M,2911.0,M
5778-12761-0014_2092-145706-0019,5778.0,F,2092.0,F
6272-70171-0035_3983-5371-0023,6272.0,F,3983.0,F
1926-147979-0022_6064-56165-0019,1926.0,F,6064.0,F
8123-275216-0002_2007-149877-0008,8123.0,F,2007.0,F
7505-258958-0035_3168-173565-0032,7505.0,M,3168.0,M
4088-158077-0020_3607-135982-0002,4088.0,F,3607.0,M
2691-156745-0034_8312-279790-0013,2691.0,F,8312.0,F
307-127539-0015_7113-86041-0043,307.0,M,7113.0,F
8425-291444-0013_226-122538-0025,8425.0,M,226.0,F
3664-178355-0007_2817-142371-0051,3664.0,M,2817.0,F
4441-76262-0031_198-126831-0036,4441.0,M,198.0,F
4267-78186-0006_4137-11701-0004,4267.0,M,4137.0,F
3168-173564-0021_2391-145015-0069,3168.0,M,2391.0,F
1594-135914-0081_248-130644-0018,1594.0,M,248.0,F
201-122255-0040_7505-258958-0024,201.0,M,7505.0,M
1624-142933-0013_322-124147-0068,1624.0,M,322.0,F
3982-178459-0043_7178-34645-0020,3982.0,F,7178.0,F
7078-271888-0106_2989-138035-0024,7078.0,F,2989.0,F
4853-27671-0001_1578-140045-0028,4853.0,F,1578.0,F
2836-5355-0047_198-129977-0016,2836.0,F,198.0,F
6209-34601-0031_6272-70191-0033,6209.0,M,6272.0,F
4680-16042-0032_8629-261139-0075,4680.0,F,8629.0,M
1502-122619-0052_7278-246956-0011,1502.0,F,7278.0,M
2514-149482-0063_6000-55211-0036,2514.0,M,6000.0,F
2007-132570-0029_3214-167606-0008,2007.0,F,3214.0,M
412-126975-0082_1183-128659-0008,412.0,M,1183.0,F
3983-5331-0043_40-121026-0031,3983.0,F,40.0,F
5678-43303-0009_426-122821-0022,5678.0,M,426.0,F
40-222-0056_8312-279791-0039,40.0,F,8312.0,F
226-122538-0032_3807-4955-0034,226.0,F,3807.0,M
1867-154075-0023_3983-5371-0056,1867.0,M,3983.0,F
831-130746-0029_3983-5331-0011,831.0,M,3983.0,F
8465-246940-0029_298-126790-0041,8465.0,F,298.0,F
6385-34655-0026_7078-271888-0088,6385.0,F,7078.0,F
8051-295385-0006_1363-139304-0029,8051.0,F,1363.0,F
6529-62554-0003_5339-14133-0029,6529.0,M,5339.0,F
118-47824-0036_6019-3185-0016,118.0,M,6019.0,M
3440-171006-0002_6385-220959-0012,3440.0,F,6385.0,F
2817-142371-0065_8419-293469-0012,2817.0,F,8419.0,M
6880-216547-0068_6529-62556-0032,6880.0,M,6529.0,M
3436-172171-0020_6437-66173-0003,3436.0,M,6437.0,M
103-1241-0034_441-130108-0018,103.0,F,441.0,F
32-21631-0009_7367-86737-0024,32.0,F,7367.0,M
2518-154826-0020_2893-139322-0021,2518.0,M,2893.0,M
1116-137572-0025_374-180299-0036,1116.0,F,374.0,M
83-11691-0004_3526-176653-0025,83.0,F,3526.0,F
1183-133255-0011_5022-29411-0014,1183.0,F,5022.0,F
196-122150-0021_3242-67153-0011,196.0,M,3242.0,M
5652-39938-0055_40-222-0044,5652.0,F,40.0,F
4362-15663-0014_1970-10594-0017,4362.0,F,1970.0,F
6209-34601-0013_87-121553-0011,6209.0,M,87.0,F
2007-132570-0028_1594-135914-0037,2007.0,F,1594.0,M
2836-5354-0018_1624-168623-0008,2836.0,F,1624.0,M
3242-8112-0023_6081-42010-0020,3242.0,M,6081.0,M
1553-140048-0039_311-124404-0003,1553.0,F,311.0,M
1992-141719-0008_8088-284756-0024,1992.0,F,8088.0,M
7794-295947-0007_730-358-0029,7794.0,F,730.0,F
4830-25904-0008_6454-120342-0008,4830.0,M,6454.0,M
2384-152900-0041_6367-65536-0028,2384.0,M,6367.0,M
3242-67168-0008_7226-86964-0050,3242.0,M,7226.0,M
289-121652-0037_5678-43302-0030,289.0,F,5678.0,M
1069-133699-0039_2289-152257-0012,1069.0,F,2289.0,M
625-132118-0039_8088-284756-0042,625.0,M,8088.0,M
6181-216552-0010_83-9960-0037,6181.0,M,83.0,F
8770-295463-0015_226-122538-0011,8770.0,M,226.0,F
5789-57158-0004_4830-25898-0020,5789.0,F,4830.0,M
3830-12530-0028_6454-107462-0031,3830.0,M,6454.0,M
7078-271888-0064_7264-92316-0025,7078.0,F,7264.0,M
669-129061-0052_5678-43302-0027,669.0,F,5678.0,M
5789-70653-0001_2002-139469-0004,5789.0,F,2002.0,M
4137-11702-0033_7511-102419-0014,4137.0,F,7511.0,F
4267-287369-0027_8051-119902-0004,4267.0,M,8051.0,F
332-128985-0002_89-218-0007,332.0,M,89.0,F
2136-5143-0019_831-130739-0036,2136.0,M,831.0,M
5561-41615-0040_2691-156755-0014,5561.0,F,2691.0,F
196-122159-0003_3879-174923-0039,196.0,M,3879.0,F
5456-24741-0011_8609-283227-0005,5456.0,M,8609.0,M
4195-186237-0019_201-127786-0013,4195.0,F,201.0,M
1081-125237-0042_5652-19215-0040,1081.0,M,5652.0,F
426-122822-0018_7059-77900-0035,426.0,F,7059.0,F
200-124139-0012_8629-261140-0014,200.0,F,8629.0,M
2436-2476-0020_4160-11550-0022,2436.0,M,4160.0,F
2843-152918-0110_3947-13262-0050,2843.0,M,3947.0,F
3214-167606-0031_8063-274117-0032,3214.0,M,8063.0,M
5456-58161-0008_8014-112602-0014,5456.0,M,8014.0,F
3807-4923-0028_27-124992-0028,3807.0,M,27.0,M
2391-145015-0013_32-21634-0013,2391.0,F,32.0,F
481-123719-0034_40-121026-0041,481.0,M,40.0,F
730-358-0056_6415-116629-0000,730.0,F,6415.0,F
2092-145706-0055_198-126831-0016,2092.0,F,198.0,F
6209-34599-0009_412-126975-0084,6209.0,M,412.0,M
1553-140048-0017_2436-2477-0023,1553.0,F,2436.0,M
39-121916-0031_426-122819-0034,39.0,F,426.0,F
1502-122619-0009_7447-91187-0034,1502.0,F,7447.0,M
1553-140047-0003_8465-246943-0017,1553.0,F,8465.0,F
298-126791-0042_911-128684-0024,298.0,F,911.0,M
1098-133695-0037_8747-293952-0052,1098.0,F,8747.0,M
405-130894-0078_6147-34605-0005,405.0,M,6147.0,F
5393-19219-0039_887-123291-0001,5393.0,F,887.0,F
1098-133695-0088_5456-62043-0005,1098.0,F,5456.0,M
5652-39938-0031_5104-33406-0055,5652.0,F,5104.0,M
3112-9555-0016_27-123349-0021,3112.0,F,27.0,M
6531-61334-0076_311-124404-0103,6531.0,F,311.0,M
1963-142393-0027_89-219-0037,1963.0,F,89.0,F
196-122159-0002_4680-16042-0004,196.0,M,4680.0,F
441-128982-0016_7113-86041-0074,441.0,F,7113.0,F
445-123860-0020_1034-121119-0036,445.0,M,1034.0,M
6181-216552-0050_1334-135589-0042,6181.0,M,1334.0,M
2518-154825-0034_7264-92316-0042,2518.0,M,7264.0,M
5652-19215-0004_4898-28461-0025,5652.0,F,4898.0,M
1743-142914-0029_8629-261139-0055,1743.0,M,8629.0,M
6563-285357-0020_8747-293952-0106,6563.0,M,8747.0,M
3235-11599-0026_458-126290-0014,3235.0,F,458.0,M
8063-274115-0030_5393-19219-0033,8063.0,M,5393.0,F
1116-137572-0033_200-124139-0003,1116.0,F,200.0,F
302-123523-0032_1737-142397-0015,302.0,F,1737.0,F
6818-76332-0005_8063-274117-0030,6818.0,F,8063.0,M
328-129766-0032_4051-11218-0051,328.0,F,4051.0,F
730-358-0057_26-496-0021,730.0,F,26.0,M
1246-124548-0021_5163-39921-0039,1246.0,F,5163.0,F
6081-41998-0024_3879-174923-0015,6081.0,M,3879.0,F
1235-135884-0011_1841-159771-0034,1235.0,M,1841.0,F
7190-90542-0041_6367-65536-0053,7190.0,M,6367.0,M
8098-278252-0002_7190-90543-0020,8098.0,M,7190.0,M
426-122821-0036_125-121342-0025,426.0,F,125.0,F
103-1240-0021_1723-141149-0081,103.0,F,1723.0,M
3112-9555-0082_5808-54425-0033,3112.0,F,5808.0,M
8051-118101-0029_5463-39173-0038,8051.0,F,5463.0,M
3723-171631-0002_909-131044-0015,3723.0,M,909.0,M
6385-220959-0035_7511-102419-0042,6385.0,F,7511.0,F
3374-298026-0012_5104-33407-0021,3374.0,M,5104.0,M
4297-13009-0037_7447-91187-0003,4297.0,F,7447.0,M
1069-133709-0042_103-1240-0019,1069.0,F,103.0,F
6880-216547-0099_8098-275181-0022,6880.0,M,8098.0,M
5456-58161-0012_839-130898-0054,5456.0,M,839.0,M
1263-139804-0019_289-121665-0037,1263.0,F,289.0,F
6880-216547-0097_4160-11550-0030,6880.0,M,4160.0,F
7078-271888-0036_2196-174172-0037,7078.0,F,2196.0,F
60-121082-0059_3526-176653-0010,60.0,M,3526.0,F
248-130697-0023_5049-25947-0068,248.0,F,5049.0,M
458-126305-0038_7635-105661-0016,458.0,M,7635.0,F
3486-166446-0008_7113-86041-0005,3486.0,M,7113.0,F
4788-94904-0001_1578-140049-0022,4788.0,M,1578.0,F
6818-68772-0027_3830-12531-0001,6818.0,F,3830.0,M
2289-152254-0006_7302-86815-0018,2289.0,M,7302.0,F
2817-142380-0015_1723-141149-0103,2817.0,F,1723.0,M
4788-91208-0018_40-121026-0027,4788.0,M,40.0,F
5652-39938-0024_2196-174172-0032,5652.0,F,2196.0,F
3112-9555-0088_1069-133709-0043,3112.0,F,1069.0,F
8088-284756-0044_5561-39621-0038,8088.0,M,5561.0,F
426-122821-0020_8465-246943-0007,426.0,F,8465.0,F
7447-91186-0034_60-121082-0086,7447.0,M,60.0,M
1841-159771-0019_1970-10594-0007,1841.0,F,1970.0,F
4362-15663-0007_302-123504-0022,4362.0,F,302.0,F
6437-66172-0023_8838-298545-0047,6437.0,M,8838.0,M
3664-11714-0005_5390-30096-0021,3664.0,M,5390.0,M
2416-152139-0055_3526-175658-0012,2416.0,F,3526.0,F
1594-135914-0054_7148-7763-0020,1594.0,M,7148.0,F
587-41611-0006_2836-5355-0037,587.0,F,2836.0,F
3947-13260-0049_6531-61334-0021,3947.0,F,6531.0,F
4340-15220-0037_3723-171631-0035,4340.0,F,3723.0,M
8747-293952-0054_211-122442-0041,8747.0,M,211.0,F
4195-186238-0013_3259-158083-0046,4195.0,F,3259.0,F
445-123857-0005_3830-12530-0029,445.0,M,3830.0,M
2836-5354-0002_4267-72637-0007,2836.0,F,4267.0,M
2518-154825-0026_4160-14187-0024,2518.0,M,4160.0,F
32-4137-0007_1235-135883-0037,32.0,F,1235.0,M
8063-274117-0008_332-128985-0085,8063.0,M,332.0,M
8108-274318-0002_446-123502-0019,8108.0,M,446.0,M
5049-25947-0000_909-131045-0025,5049.0,M,909.0,M
332-128985-0087_226-131532-0021,332.0,M,226.0,F
3242-67153-0035_5678-43302-0013,3242.0,M,5678.0,M
2989-138028-0020_8324-286682-0009,2989.0,F,8324.0,F
332-128985-0003_6531-61334-0072,332.0,M,6531.0,F
6078-54007-0048_6385-34655-0018,6078.0,F,6385.0,F
887-123289-0009_5778-12761-0020,887.0,F,5778.0,F
3830-12535-0028_2159-179156-0024,3830.0,M,2159.0,M
1743-142914-0015_4137-11702-0002,1743.0,M,4137.0,F
6385-34669-0020_3607-135982-0041,6385.0,F,3607.0,M
226-131533-0027_1069-133709-0005,226.0,F,1069.0,F
3168-173564-0041_7059-77900-0029,3168.0,M,7059.0,F
4788-294466-0017_2436-2481-0010,4788.0,M,2436.0,M
200-124140-0007_254-27760-0029,200.0,F,254.0,M
2691-156745-0003_460-172359-0073,2691.0,F,460.0,M
40-121026-0017_254-27760-0028,40.0,F,254.0,M
1246-135815-0007_4406-16882-0039,1246.0,F,4406.0,M
403-216-0020_7302-86815-0049,403.0,F,7302.0,F
8088-284756-0103_39-121915-0027,8088.0,M,39.0,F
2136-5147-0007_1553-140047-0001,2136.0,M,1553.0,F
8975-270782-0057_696-92939-0018,8975.0,F,696.0,F
201-122255-0038_7190-90542-0017,201.0,M,7190.0,M
5678-43302-0011_6437-66172-0042,5678.0,M,6437.0,M
196-122159-0025_4160-11550-0038,196.0,M,4160.0,F
1578-140049-0005_8098-275181-0008,1578.0,F,8098.0,M
8468-295198-0005_2893-139310-0014,8468.0,F,2893.0,M
6880-216547-0085_60-121082-0011,6880.0,M,60.0,M
7859-102518-0006_8051-295385-0011,7859.0,F,8051.0,F
4640-19189-0008_201-127786-0051,4640.0,F,201.0,M
1867-148436-0002_3607-135982-0023,1867.0,M,3607.0,M
6019-3185-0097_8580-287364-0025,6019.0,M,8580.0,M
3259-158083-0115_6078-54013-0067,3259.0,F,6078.0,F
6019-3185-0046_1355-39947-0084,6019.0,M,1355.0,M
7178-34644-0026_7402-59171-0037,7178.0,F,7402.0,M
831-130739-0062_8095-274346-0055,831.0,M,8095.0,M
196-122159-0022_4088-158077-0032,196.0,M,4088.0,F
233-134440-0034_8770-295462-0031,233.0,M,8770.0,M
6848-252322-0017_5463-39174-0002,6848.0,M,5463.0,M
3879-174923-0055_2002-139469-0028,3879.0,F,2002.0,M
696-93314-0024_2182-150130-0024,696.0,F,2182.0,F
87-121553-0077_26-496-0006,87.0,F,26.0,M
5393-19219-0050_7635-105409-0025,5393.0,F,7635.0,F
5678-43301-0025_5463-39173-0055,5678.0,M,5463.0,M
