mixture_ID,source_1_path,source_1_gain,source_2_path,source_2_gain,noise_path,noise_gain,offset
7113-86041-0082_8425-292520-0010,train-clean-100/7113/86041/7113-86041-0082.flac,0.4013083003777791,train-clean-100/8425/292520/8425-292520-0010.flac,0.4513708357933754,tr/015o030n_0.25513_20va010a_-0.25513.wav,0.5510371944515979,1.2840058849462774
8095-274346-0046_1502-122619-0096,train-clean-100/8095/274346/8095-274346-0046.flac,0.3561063113377301,train-clean-100/1502/122619/1502-122619-0096.flac,0.36991399567919986,tr/01qa0114_2.3118_403o030s_-2.3118.wav,0.6734161962989119,1.0213473588104165
5390-30096-0006_7113-86041-0064,train-clean-100/5390/30096/5390-30096-0006.flac,0.2918800705591827,train-clean-100/7113/86041/7113-86041-0064.flac,0.5210998675845622,tr/01ba010a_1.8648_40lo030u_-1.8648.wav,1.0081454467082793,1.4645321790963028
1040-133433-0015_2836-5355-0004,train-clean-100/1040/133433/1040-133433-0015.flac,0.7104077137926278,train-clean-100/2836/5355/2836-5355-0004.flac,0.640591147069035,tr/01bc020x_2.3673_409o030v_-2.3673.wav,3.5435640634392387,1.0526243726118834
311-124404-0082_125-121124-0011,train-clean-100/311/124404/311-124404-0082.flac,1.213630307693335,train-clean-100/125/121124/125-121124-0011.flac,0.7300341790292403,tr/029o030z_1.3398_40gc0203_-1.3398.wav,0.5037816145119266,1.360306652182172
5561-39621-0041_2384-152900-0029,train-clean-100/5561/39621/5561-39621-0041.flac,0.23361927177786898,train-clean-100/2384/152900/2384-152900-0029.flac,0.6151474086193758,tr/406o0301_1.0966_01ko031c_-1.0966.wav,2.6701455032980888,1.3948587638306786
1737-142397-0012_831-130739-0057,train-clean-100/1737/142397/1737-142397-0012.flac,0.5143517271994205,train-clean-100/831/130739/831-130739-0057.flac,0.26769292283112855,tr/407a010v_2.4424_027o030g_-2.4424.wav,1.1500074771290278,1.485660804977705
4640-19187-0024_426-122821-0030,train-clean-100/4640/19187/4640-19187-0024.flac,0.325424912007136,train-clean-100/426/122821/426-122821-0030.flac,0.6083154065203219,tr/40hc0213_1.6228_01co0311_-1.6228.wav,2.8109450460972467,1.0896139376494287
2836-5354-0045_481-123720-0057,train-clean-100/2836/5354/2836-5354-0045.flac,0.7431020109996853,train-clean-100/481/123720/481-123720-0057.flac,0.6949035575289038,tr/026o030n_1.8695_01ao030d_-1.8695.wav,0.7457910204025158,1.2493395432763879
2952-410-0030_1594-135914-0053,train-clean-100/2952/410/2952-410-0030.flac,0.8189197691406006,train-clean-100/1594/135914/1594-135914-0053.flac,1.3730738172942785,tr/011o0317_1.704_017a0104_-1.704.wav,0.6586155878926394,1.0975270631213638
3168-173564-0032_2836-5354-0019,train-clean-100/3168/173564/3168-173564-0032.flac,0.402427044843284,train-clean-100/2836/5354/2836-5354-0019.flac,0.4120872324644081,tr/01lo030c_0.91826_404o030d_-0.91826.wav,2.698228840138488,1.1347680483683111
248-130652-0013_5703-47198-0054,train-clean-100/248/130652/248-130652-0013.flac,1.1698443859374856,train-clean-100/5703/47198/5703-47198-0054.flac,0.7723560925877669,tr/01lo0307_1.6984_401o0305_-1.6984.wav,0.41811812018624755,1.352265518111952
254-27760-0033_6415-116629-0033,train-clean-100/254/27760/254-27760-0033.flac,1.0643472630516055,train-clean-100/6415/116629/6415-116629-0033.flac,0.9545649821936865,tr/204a0106_0.59224_20lo0103_-0.59224.wav,0.22845998428812092,1.1334513353165012
6081-42010-0009_8629-261140-0016,train-clean-100/6081/42010/6081-42010-0009.flac,0.34922966218502033,train-clean-100/8629/261140/8629-261140-0016.flac,0.47783205600426204,tr/20bc0107_2.4947_025c0201_-2.4947.wav,2.074207339485759,1.2733833992055064
1502-122619-0021_1553-140048-0033,train-clean-100/1502/122619/1502-122619-0021.flac,0.7909946504378065,train-clean-100/1553/140048/1553-140048-0033.flac,0.4021031222670035,tr/20no010d_2.1384_207a0112_-2.1384.wav,1.054901602008568,1.122424123154164
2391-145015-0043_3240-131231-0016,train-clean-100/2391/145015/2391-145015-0043.flac,0.9643002717761067,train-clean-100/3240/131231/3240-131231-0016.flac,0.32162079226338564,tr/20eo010b_1.4658_20ao010c_-1.4658.wav,3.4889788803424153,1.2385434338116712
4214-7146-0000_8123-275193-0023,train-clean-100/4214/7146/4214-7146-0000.flac,1.0222449391116761,train-clean-100/8123/275193/8123-275193-0023.flac,0.3530497556081757,tr/01ko0314_1.1775_40io030u_-1.1775.wav,2.3064603818739533,1.4262529482781494
1502-122619-0020_7794-295948-0005,train-clean-100/1502/122619/1502-122619-0020.flac,0.5629574114318797,train-clean-100/7794/295948/7794-295948-0005.flac,0.3703134628749505,tr/019o0311_2.202_02bo030i_-2.202.wav,0.5117282828349409,1.1717922939586685
6848-252323-0027_6476-57446-0047,train-clean-100/6848/252323/6848-252323-0027.flac,0.6991807227546204,train-clean-100/6476/57446/6476-57446-0047.flac,0.8912555617322605,tr/40gc020a_1.2002_205o0103_-1.2002.wav,0.8110891619562799,1.338837779984036
322-124147-0071_6529-62554-0052,train-clean-100/322/124147/322-124147-0071.flac,1.076124774181265,train-clean-100/6529/62554/6529-62554-0052.flac,0.9776019369068156,tr/40pc0219_0.88782_20nc010j_-0.88782.wav,0.5759296421960088,1.34230958275681
2416-152139-0043_3879-173592-0027,train-clean-100/2416/152139/2416-152139-0043.flac,0.5455136319905979,train-clean-100/3879/173592/3879-173592-0027.flac,0.4455105930275695,tr/01zo030t_1.2308_20ro010m_-1.2308.wav,1.050984265229093,1.4793405266127553
5022-29405-0036_248-130652-0009,train-clean-100/5022/29405/5022-29405-0036.flac,0.4670691772493927,train-clean-100/248/130652/248-130652-0009.flac,0.7845827837426573,tr/40ko0319_1.4715_20do0101_-1.4715.wav,3.377312895684838,1.1172690182951073
5104-33406-0037_1447-130550-0003,train-clean-100/5104/33406/5104-33406-0037.flac,0.49104725859070364,train-clean-100/1447/130550/1447-130550-0003.flac,2.1290251725760334,tr/20ho010h_0.62814_018o0304_-0.62814.wav,1.1406617301852962,1.4209488569833841
6078-54013-0074_125-121124-0043,train-clean-100/6078/54013/6078-54013-0074.flac,0.858960080176079,train-clean-100/125/121124/125-121124-0043.flac,0.8309996063454823,tr/20do0101_1.4101_409a0111_-1.4101.wav,5.3492498327657385,1.2847650297606947
5322-7678-0026_2817-142371-0024,train-clean-100/5322/7678/5322-7678-0026.flac,0.4864508866221119,train-clean-100/2817/142371/2817-142371-0024.flac,0.8433131688395734,tr/01to0316_1.9121_20sc010j_-1.9121.wav,0.9818622453481539,1.2415947487993295
322-124147-0004_27-123349-0035,train-clean-100/322/124147/322-124147-0004.flac,0.9068318064117954,train-clean-100/27/123349/27-123349-0035.flac,0.955163362875545,tr/01pc021c_1.0992_01qo030b_-1.0992.wav,2.277885200921807,1.1626804826085742
1081-125237-0078_446-123501-0011,train-clean-100/1081/125237/1081-125237-0078.flac,0.3595151333087079,train-clean-100/446/123501/446-123501-0011.flac,0.34673675978252677,tr/40mo030h_1.0883_40ga0106_-1.0883.wav,4.102869982542854,1.0572682189577214
887-123289-0008_1363-139304-0030,train-clean-100/887/123289/887-123289-0008.flac,0.5023214311144113,train-clean-100/1363/139304/1363-139304-0030.flac,0.750206950923041,tr/01lo0319_2.1167_01xo031e_-2.1167.wav,0.7825438402011744,1.449748313747298
211-122442-0083_1455-134435-0006,train-clean-100/211/122442/211-122442-0083.flac,0.7375259237237171,train-clean-100/1455/134435/1455-134435-0006.flac,1.1971191339490779,tr/20pa010d_1.8408_01sc021b_-1.8408.wav,1.5344742604474977,1.0235117740620059
5192-19396-0019_625-132112-0011,train-clean-100/5192/19396/5192-19396-0019.flac,0.9226982536709684,train-clean-100/625/132112/625-132112-0011.flac,0.6603247501882102,tr/025o030x_1.6929_029a010s_-1.6929.wav,1.455503693611618,1.1343906523334208
5192-19396-0030_8312-279790-0020,train-clean-100/5192/19396/5192-19396-0030.flac,0.4990243931221808,train-clean-100/8312/279790/8312-279790-0020.flac,0.849790815805278,tr/026o030c_0.51964_20fa0106_-0.51964.wav,2.2559754850789657,1.3945683343268998
5652-19215-0019_2182-181173-0023,train-clean-100/5652/19215/5652-19215-0019.flac,0.6387005474642499,train-clean-100/2182/181173/2182-181173-0023.flac,0.9860856008518705,tr/40lc021c_2.12_023a010y_-2.12.wav,1.403772830675936,1.4066949593137434
2002-139469-0032_1355-39947-0072,train-clean-100/2002/139469/2002-139469-0032.flac,0.3749670996441576,train-clean-100/1355/39947/1355-39947-0072.flac,0.4144060298672383,tr/020c020a_2.3911_40gc020w_-2.3911.wav,0.45545741817680035,1.4976082228682148
332-128985-0000_1088-134315-0032,train-clean-100/332/128985/332-128985-0000.flac,0.4704564523111407,train-clean-100/1088/134315/1088-134315-0032.flac,1.2920105438597176,tr/01to030g_1.0973_403o030b_-1.0973.wav,0.8251590167558609,1.0927924211485425
233-134440-0008_27-124992-0061,train-clean-100/233/134440/233-134440-0008.flac,0.8645804566989157,train-clean-100/27/124992/27-124992-0061.flac,1.3531758853227533,tr/01yc020p_0.46152_20jc010l_-0.46152.wav,0.39598321791976326,1.2836050953101599
374-180298-0002_1455-138263-0026,train-clean-100/374/180298/374-180298-0002.flac,0.7188029873671017,train-clean-100/1455/138263/1455-138263-0026.flac,0.7944412198063144,tr/023c0201_0.12452_401c021d_-0.12452.wav,1.7015003007074143,1.0152510097310516
26-495-0059_3214-167606-0007,train-clean-100/26/495/26-495-0059.flac,0.8278492055935673,train-clean-100/3214/167606/3214-167606-0007.flac,0.25250262175457966,tr/025o031b_1.0941_40pa010j_-1.0941.wav,0.6586450924444546,1.095234562306386
426-122819-0013_911-128684-0063,train-clean-100/426/122819/426-122819-0013.flac,0.6179080555198806,train-clean-100/911/128684/911-128684-0063.flac,1.2790840874918166,tr/025o0301_1.4895_01lc020a_-1.4895.wav,4.341077345374872,1.2938882923359707
4788-91208-0005_3374-298026-0011,train-clean-100/4788/91208/4788-91208-0005.flac,0.4371169717734096,train-clean-100/3374/298026/3374-298026-0011.flac,0.8654453071441612,tr/01nc0206_0.97846_01jc0218_-0.97846.wav,0.6705212272862253,1.4630561305408594
60-121082-0054_2989-138028-0011,train-clean-100/60/121082/60-121082-0054.flac,1.2947553322771468,train-clean-100/2989/138028/2989-138028-0011.flac,0.4502761416468593,tr/205c010l_1.1716_40gc0209_-1.1716.wav,1.4635510455913394,1.380982149144696
8975-270782-0052_1334-135589-0051,train-clean-100/8975/270782/8975-270782-0052.flac,0.5731900978597796,train-clean-100/1334/135589/1334-135589-0051.flac,0.5362641801914106,tr/20kc010e_2.4695_20ga0104_-2.4695.wav,1.331372983124651,1.0445655878686289
5750-100289-0050_460-172359-0097,train-clean-100/5750/100289/5750-100289-0050.flac,0.3821983749871697,train-clean-100/460/172359/460-172359-0097.flac,0.8893744930492871,tr/407o030s_1.2502_02dc020g_-1.2502.wav,1.1297782647089227,1.4090425374884825
5703-47212-0041_7635-105661-0028,train-clean-100/5703/47212/5703-47212-0041.flac,0.4176574331596728,train-clean-100/7635/105661/7635-105661-0028.flac,0.5024545780140295,tr/40go030y_1.9987_01na010k_-1.9987.wav,2.948544262664239,1.1617073969200606
201-122255-0026_8468-294887-0005,train-clean-100/201/122255/201-122255-0026.flac,1.5284684942607218,train-clean-100/8468/294887/8468-294887-0005.flac,0.27800217271462196,tr/02ba010y_0.58985_20eo0101_-0.58985.wav,2.262802606658521,1.317930638255005
2196-170379-0009_198-209-0004,train-clean-100/2196/170379/2196-170379-0009.flac,0.8045985664657999,train-clean-100/198/209/198-209-0004.flac,0.7844254933995259,tr/40ic020k_1.6769_01jo030i_-1.6769.wav,0.6039294026796922,1.149504325686704
4267-78186-0016_911-128684-0002,train-clean-100/4267/78186/4267-78186-0016.flac,0.5861883789449953,train-clean-100/911/128684/911-128684-0002.flac,0.721077148905554,tr/021o030h_0.6379_20bc010g_-0.6379.wav,1.9677224312412889,1.0666839098116305
412-126975-0013_5322-7680-0026,train-clean-100/412/126975/412-126975-0013.flac,0.5133024418282008,train-clean-100/5322/7680/5322-7680-0026.flac,0.687130629768963,tr/01no0306_0.32854_012a010n_-0.32854.wav,2.5183615701944446,1.3862614964483821
7800-283492-0005_5049-25947-0039,train-clean-100/7800/283492/7800-283492-0005.flac,0.3906570347300747,train-clean-100/5049/25947/5049-25947-0039.flac,0.7464588814194524,tr/022o031a_2.4945_20uo0102_-2.4945.wav,2.7767865549065625,1.2010450505852852
8629-261139-0002_5808-48608-0052,train-clean-100/8629/261139/8629-261139-0002.flac,0.7644970395957975,train-clean-100/5808/48608/5808-48608-0052.flac,0.5363790364496906,tr/022o0310_1.6528_014o030n_-1.6528.wav,0.4124066833320132,1.1385699282625543
254-12312-0013_6147-34605-0030,train-clean-100/254/12312/254-12312-0013.flac,0.6212606947798355,train-clean-100/6147/34605/6147-34605-0030.flac,0.9002150293119443,tr/40lo030l_0.8189_021o0311_-0.8189.wav,0.28437969196656976,1.1021037803091667
7059-77900-0004_2911-7601-0031,train-clean-100/7059/77900/7059-77900-0004.flac,0.9451461435605724,train-clean-100/2911/7601/2911-7601-0031.flac,0.6363830585431353,tr/02ac021e_2.0633_01nc0202_-2.0633.wav,3.6724200315760185,1.3295907293543758
412-126975-0001_200-124139-0014,train-clean-100/412/126975/412-126975-0001.flac,0.45693018810211594,train-clean-100/200/124139/200-124139-0014.flac,1.236087086289562,tr/20ba0112_0.6395_40gc0213_-0.6395.wav,2.0549771790068174,1.1009471350483564
6529-62556-0028_89-219-0050,train-clean-100/6529/62556/6529-62556-0028.flac,0.5903586129137388,train-clean-100/89/219/89-219-0050.flac,0.5148058527129175,tr/01io030q_0.93841_204a010p_-0.93841.wav,3.0126679013430357,1.1574482117753857
2764-36616-0018_6836-61804-0010,train-clean-100/2764/36616/2764-36616-0018.flac,0.6102536904561038,train-clean-100/6836/61804/6836-61804-0010.flac,0.3663780722738353,tr/025o0302_0.10456_01ya010o_-0.10456.wav,0.9731545414426822,1.0103144105546673
909-131041-0013_2836-5354-0046,train-clean-100/909/131041/909-131041-0013.flac,0.6373222395401015,train-clean-100/2836/5354/2836-5354-0046.flac,0.368395773207766,tr/408a010y_2.2955_20eo0103_-2.2955.wav,2.880589744781569,1.3661776545891025
8014-112602-0004_1088-129236-0009,train-clean-100/8014/112602/8014-112602-0004.flac,0.3767673729092445,train-clean-100/1088/129236/1088-129236-0009.flac,0.7634447208662013,tr/20vo010f_1.2085_01qo030o_-1.2085.wav,1.6121810592747374,1.48105047708353
6367-74004-0009_4441-76263-0021,train-clean-100/6367/74004/6367-74004-0009.flac,0.6196140621360555,train-clean-100/4441/76263/4441-76263-0021.flac,0.37815862585150245,tr/20aa0105_0.6505_01ko031f_-0.6505.wav,1.3769869818051381,1.456387093914384
2691-156745-0009_8312-279790-0038,train-clean-100/2691/156745/2691-156745-0009.flac,0.47225037472642656,train-clean-100/8312/279790/8312-279790-0038.flac,0.8785787890672415,tr/20ao010q_2.2377_40ca0103_-2.2377.wav,2.1369652753045054,1.2967513974680394
458-126290-0009_1898-145715-0041,train-clean-100/458/126290/458-126290-0009.flac,0.45537468475925674,train-clean-100/1898/145715/1898-145715-0041.flac,1.3631713293164822,tr/011o030i_0.25314_01ja0107_-0.25314.wav,4.134318810903971,1.0920407076437972
4195-17507-0010_8088-284756-0075,train-clean-100/4195/17507/4195-17507-0010.flac,0.38833183453131886,train-clean-100/8088/284756/8088-284756-0075.flac,0.509555161539295,tr/01ac0219_0.965_017a010a_-0.965.wav,3.3056120790362074,1.2006343458631783
332-128985-0027_26-495-0081,train-clean-100/332/128985/332-128985-0027.flac,0.7793386578805661,train-clean-100/26/495/26-495-0081.flac,0.5291768918141934,tr/01oo0311_1.3985_01qo030q_-1.3985.wav,1.4634712926571287,1.0915087833531414
441-130108-0005_4441-76262-0036,train-clean-100/441/130108/441-130108-0005.flac,0.45510945012200105,train-clean-100/4441/76262/4441-76262-0036.flac,0.49078923654805084,tr/20lo0103_0.64773_017o0307_-0.64773.wav,3.343014231265223,1.4490105724867255
8609-262281-0038_1263-138246-0015,train-clean-100/8609/262281/8609-262281-0038.flac,0.6461516001350054,train-clean-100/1263/138246/1263-138246-0015.flac,0.3802741999224991,tr/01qo031g_1.635_409o0313_-1.635.wav,2.2841072142172636,1.3523249271147186
6081-41997-0022_26-495-0088,train-clean-100/6081/41997/6081-41997-0022.flac,0.33877229660044594,train-clean-100/26/495/26-495-0088.flac,0.49481288284235114,tr/40lo030x_0.06016_20ba010l_-0.06016.wav,0.5123371514765194,1.0499651098608287
5808-54425-0029_1355-39947-0017,train-clean-100/5808/54425/5808-54425-0029.flac,0.45813432886295635,train-clean-100/1355/39947/1355-39947-0017.flac,0.5109563441293045,tr/011o030w_1.6743_01oc020f_-1.6743.wav,5.381415841558305,1.1740768979997742
3214-167607-0007_7635-105409-0009,train-clean-100/3214/167607/3214-167607-0007.flac,0.6178004183812624,train-clean-100/7635/105409/7635-105409-0009.flac,0.7631825220624223,tr/40lc0203_0.62455_01wa0109_-0.62455.wav,2.465984580253731,1.4574937254441835
5390-30096-0000_460-172359-0070,train-clean-100/5390/30096/5390-30096-0000.flac,0.4631159573064669,train-clean-100/460/172359/460-172359-0070.flac,1.1547627532714606,tr/40hc0219_1.8427_02co031d_-1.8427.wav,1.7754712200722715,1.1083527709033527
4859-26870-0007_887-123289-0018,train-clean-100/4859/26870/4859-26870-0007.flac,0.48021963448933946,train-clean-100/887/123289/887-123289-0018.flac,0.590905127915556,tr/01ro030d_0.20104_40ka010w_-0.20104.wav,2.021827687065531,1.332998300500039
5688-41232-0060_6147-34606-0000,train-clean-100/5688/41232/5688-41232-0060.flac,0.8381319030970946,train-clean-100/6147/34606/6147-34606-0000.flac,0.7673521041237019,tr/205c010l_0.65407_20no010j_-0.65407.wav,0.7921560434076742,1.1994816457737674
1334-135589-0029_6064-56165-0008,train-clean-100/1334/135589/1334-135589-0029.flac,0.5014600777333258,train-clean-100/6064/56165/6064-56165-0008.flac,0.6504308612249345,tr/01cc0219_2.192_028o030e_-2.192.wav,0.7039298974409376,1.234589043620097
909-131041-0004_5456-58161-0020,train-clean-100/909/131041/909-131041-0004.flac,0.5182271608257247,train-clean-100/5456/58161/5456-58161-0020.flac,0.3585955779818025,tr/20aa010l_0.88947_028o0313_-0.88947.wav,2.528622394935159,1.4518658302408112
7226-86964-0028_3664-11714-0019,train-clean-100/7226/86964/7226-86964-0028.flac,0.8628914932964049,train-clean-100/3664/11714/3664-11714-0019.flac,0.5519710776926487,tr/01po030l_0.91212_01jo0302_-0.91212.wav,0.9220623385855872,1.381796615894379
5514-19192-0005_118-47824-0016,train-clean-100/5514/19192/5514-19192-0005.flac,0.6570135973019743,train-clean-100/118/47824/118-47824-0016.flac,0.4258396368164216,tr/025o031c_1.2475_027o0312_-1.2475.wav,1.396950011714602,1.406517158168731
196-122150-0030_5561-39621-0003,train-clean-100/196/122150/196-122150-0030.flac,0.703862960300165,train-clean-100/5561/39621/5561-39621-0003.flac,0.17054423730196974,tr/029c0218_0.83941_01io0308_-0.83941.wav,1.5231728428955975,1.056113632433234
1723-141149-0099_3879-173592-0043,train-clean-100/1723/141149/1723-141149-0099.flac,1.1501922742512445,train-clean-100/3879/173592/3879-173592-0043.flac,0.6217962584937587,tr/20uo010i_1.1211_02bo0316_-1.1211.wav,0.978938991897983,1.2451151573344659
233-155990-0017_1040-133433-0017,train-clean-100/233/155990/233-155990-0017.flac,0.8305662248848507,train-clean-100/1040/133433/1040-133433-0017.flac,1.0134176015886223,tr/40go030t_1.4696_02ac020e_-1.4696.wav,1.22586023821323,1.0757851935038358
3486-166424-0062_3983-5331-0009,train-clean-100/3486/166424/3486-166424-0062.flac,2.3050067257601237,train-clean-100/3983/5331/3983-5331-0009.flac,0.40680626375236434,tr/01ko030r_1.9221_01wc020h_-1.9221.wav,1.0134159397639455,1.1452888200752165
27-123349-0049_6925-80680-0003,train-clean-100/27/123349/27-123349-0049.flac,0.9030189533526112,train-clean-100/6925/80680/6925-80680-0003.flac,0.3541851652987947,tr/01ko030w_1.4712_20ka010m_-1.4712.wav,1.5197536907333913,1.0452325604796882
2989-138028-0072_1088-134315-0019,train-clean-100/2989/138028/2989-138028-0072.flac,0.4637420496127168,train-clean-100/1088/134315/1088-134315-0019.flac,1.4577293396367783,tr/20kc0102_0.13901_01uo030g_-0.13901.wav,2.0926601985260533,1.284804973275248
